company,total_links,active_months,max_monthly_count,avg_monthly_count,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,business_mode,nearest_company,nearest_similarity
Bu yu wang Limited Liability Company,181,49,13,3.6939,11,26,0.1105,1169490.0,0.0,normal,0.1003,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,S.A. de C.V. AG,0.9993
Maharashtra ers Corporation Industrial,7519,84,399,89.5119,106,353,0.0061,159918920.0,0.0,normal,0.1001,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Seashell s  SRL Industrial,0.9769
Sea Seekers Jetty Company & Son's,976,58,82,16.8276,29,12,0.002,10175030.0,0.0,normal,0.1001,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,CoralCove GmbH & Co. KG,0.9984
Isla Azul GmbH & Co. KG,3003,84,71,35.75,344,573,0.0033,54805590.0,0.0,normal,0.0998,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Olas del Sur Ltd. Corporation,0.9964
Shipping S.A. de C.V.,2292,84,111,27.2857,133,90,0.007,1426963330.0,0.0,normal,0.0996,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Surf's Up  Kga Shipping,0.9797
Tamil Nadu   LC Marine life,3791,84,114,45.131,322,686,0.0032,72047260.0,0.0,normal,0.0995,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Estrella de Mar AS,0.9902
Niger Delta   Company Industrial,102,50,6,2.04,18,34,0.0882,974220.0,0.0,normal,0.0991,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Bu yu wang Limited Liability Company,0.9984
Caracola del Sol LLC,357,74,37,4.8243,60,87,0.2689,6601635.0,0.0,normal,0.099,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Odisha  S.A. de C.V.,0.9858
Playa de Arena Ltd,523,57,63,9.1754,37,99,0.0287,6651970.0,0.0,normal,0.098,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Senegal Coast  A/S Delivery,0.9906
Mar de la Luna Ges.m.b.H.,4808,84,134,57.2381,428,134,0.0158,156046870.0,0.0,normal,0.0977,0,1,1,0,C1-S1,C1-S1-T0,general_trader,bái suō wěn lú Ltd Cargo,0.9759
Perla del Mar Co,2901,84,60,34.5357,386,503,0.0152,33579460.0,0.0,normal,0.0975,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Irish Scallop S.p.A. Marine life,0.9918
CoralCove GmbH & Co. KG,1247,57,79,21.8772,8,17,0.0,892400.0,0.0,normal,0.0973,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Sea Seekers Jetty Company & Son's,0.9984
Greek Sea Bass Inc Transport,7269,84,191,86.5357,429,531,0.0094,147044965.0,0.0,normal,0.0969,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Simien Mountains   Company Transport,0.9846
Marine Adventures Corp Brothers,1222,77,56,15.8701,45,299,0.1481,16009410.0,0.0,normal,0.0961,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Saltwater Sisters AS Marine life,0.8361
Lake Nasser  AB Logistics,296,79,10,3.7468,42,68,0.2669,4371675.0,0.0,normal,0.0959,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Orange River Mouth   Incorporated Distribution,0.9916
Assam   Limited Liability Company,8688,84,203,103.4286,317,299,0.0001,239145985.0,0.0,normal,0.0952,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Surf's Up s Corp,0.9462
Kilimajaro Slopes   Oceanfront AB Overseas,8031,84,178,95.6071,193,565,0.0029,116368840.0,0.0,normal,0.0945,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Coral del Sur Ltd. Corporation Investment,0.9801
Irtysh  Dredge A/S Distribution,101,51,7,1.9804,9,15,0.0396,689970.0,0.0,normal,0.0939,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Oceanfront Oases Oyj Sea,0.9985
Kilimanjaro fishery Limited Liability Company,224,56,18,4.0,34,30,0.0089,610075.0,0.0,normal,0.0928,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,SaltwaterSatisfactions Incorporated Marine ecology,0.9986
Tide Turners Transport Sextant,3727,84,105,44.369,413,610,0.003,66806800.0,0.0,normal,0.0926,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Amerigo S.A. de C.V.,0.9944
Sea Luxe Oyj Solutions,6930,84,222,82.5,265,514,0.0782,147315190.0,0.0,normal,0.0924,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Mar del Paraíso NV Worldwide,0.9976
Brisa del Mar Plc,1693,84,40,20.1548,64,137,0.0035,6095885.0,654570.0,normal,0.0919,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Mar de la Vida Ltd. Liability Co,0.9591
Jammu & Kashmir Sea  LLC Shipping,2265,81,92,27.963,424,349,0.0004,20981950.0,0.0,normal,0.0917,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Coral Reef Ray Company Worldwide,0.9854
Skeleton Coastline S.A. de C.V.,3235,84,71,38.5119,128,298,0.0015,35482135.0,641185.0,normal,0.0915,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Red Sea  N.V. Transport,0.9483
Victoria Falls   N.V. Carriers,321,81,10,3.963,20,57,0.2274,3439500.0,0.0,normal,0.0914,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,SE Ltd. Liability Co,0.9948
Yu lou  S.A. de C.V.,3211,72,176,44.5972,10,240,0.0,91541440.0,0.0,normal,0.0914,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Marine Mermaids Ltd. Liability Co Transit,0.9131
Ancla de Oro Ferry,612,83,15,7.3735,86,164,0.2157,9197530.0,0.0,normal,0.0911,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Bahía del Este SE,0.9728
xiǎo lóng xiā LC,5922,84,368,70.5,227,363,0.0037,75062840.0,0.0,normal,0.0908,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Bahía Azul Limited Liability Company,0.9479
Chhattisgarh  A/S & Son's,7102,78,302,91.0513,42,135,0.0006,43089225.0,0.0,normal,0.0906,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,-1121,0.9768
West Bengal   N.V. Marine conservation,2180,84,73,25.9524,337,454,0.0041,63933975.0,0.0,normal,0.0906,0,1,3,2,C1-S3,C1-S3-T2,general_trader,East Ltd. Liability Co,0.9926
Náutica del Norte Import,206,64,10,3.2188,44,32,0.1214,3078675.0,0.0,normal,0.0905,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,-18,0.9907
Zambezi Valley  Marine biology,10076,84,206,119.9524,190,191,0.0,546702245.0,0.0,normal,0.0905,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Atlantic Ocean Coast  CJSC,0.9085
Costa de Oro Pic Tide,4278,84,136,50.9286,286,24,0.0002,260662850.0,0.0,normal,0.0903,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,OOO GmbH & Co. KG Carriers,0.9704
Senegal Coast  A/S Delivery,112,49,7,2.2857,22,39,0.0,91950.0,0.0,normal,0.0903,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Oceanfront Oases Oyj Sea,0.9979
Oceanic Opportunities Incorporated Line,5616,84,412,66.8571,116,188,0.0005,44437155.0,0.0,normal,0.0902,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Samaka Ltd. Corporation Dry dock,0.9667
Oceanfront Oases Oyj Sea,112,51,7,2.1961,20,42,0.0357,256390.0,0.0,normal,0.0899,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Irtysh  Dredge A/S Distribution,0.9985
bái suō wěn lú Ltd Cargo,6642,84,126,79.0714,389,177,0.0008,63118565.0,0.0,normal,0.0896,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Fisherman's Bounty Pic Transport,0.9768
Océano del Este Corporation,530,60,28,8.8333,18,49,0.0113,8397375.0,0.0,normal,0.0893,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Ocean Quest Corporation Seaside,0.9994
Surf's Up s AS Brothers,132,59,7,2.2373,7,16,0.0,2176460.0,0.0,normal,0.0891,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Océano del Este Corporation,0.9989
Playa de Arena OJSC,4010,84,116,47.7381,328,527,0.0534,79817080.0,0.0,normal,0.089,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Isla Azul GmbH & Co. KG,0.9945
Olas del Sur Corp,513,81,19,6.3333,67,72,0.2749,5810215.0,0.0,normal,0.0888,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,William Inc Marine sanctuary,0.9919
Olas del Sur Ltd. Corporation,2997,84,102,35.6786,308,568,0.003,7130075.0,0.0,normal,0.0884,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Estrella de Mar AS,0.9994
Madagascar   Ltd. Corporation Express,5909,84,117,70.3452,426,291,0.0007,68562755.0,0.0,normal,0.0883,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Barents Sea Cod Corp Marine,0.9908
Tripura  BV and Son's,1470,71,148,20.7042,43,88,0.0667,131860495.0,0.0,normal,0.0881,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Coral Cove Sagl Chart,0.9721
hǎi mǎ Sagl Express,2688,84,94,32.0,231,288,0.256,132757085.0,0.0,normal,0.0877,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Benguela Current   GmbH Carriers,0.9786
Arunachal Pradesh s Ltd. Corporation Coast,5702,84,228,67.881,287,682,0.0086,144868690.0,0.0,normal,0.0872,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Mar del Paraíso NV Worldwide,0.9871
Blue Horizon Co Distribution,5807,84,118,69.131,414,346,0.0,34068235.0,0.0,normal,0.087,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Coral Reef Ray Company Worldwide,0.994
Gulf of Guinea   Enterprises,2340,81,90,28.8889,39,535,0.0021,8608120.0,0.0,normal,0.0869,0,1,3,2,C1-S3,C1-S3-T2,general_trader,TideTracker Ltd. Liability Co Overseas,0.9883
SE Ltd. Liability Co,769,81,45,9.4938,41,77,0.2445,7878135.0,0.0,normal,0.0869,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Victoria Falls   N.V. Carriers,0.9948
Mar del Paraíso NV Worldwide,6609,84,228,78.6786,282,528,0.0516,157937950.0,0.0,normal,0.0868,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Sea Luxe Oyj Solutions,0.9976
William Inc Marine sanctuary,707,82,23,8.622,65,107,0.2758,26812195.0,0.0,normal,0.0867,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Olas del Sur Corp,0.9919
Mar de Cielo S.A. de C.V. Manatee,2262,70,67,32.3143,238,222,0.0018,34317435.0,0.0,normal,0.0866,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Perla del Mar CJSC,0.8826
-18,129,61,6,2.1148,31,40,0.093,1447770.0,0.0,normal,0.0865,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Selous Game Reserve  GmbH Express,0.9975
Ocean Outfitters Limited Liability Company Distribution,763,64,53,11.9219,91,86,0.0236,6805995.0,0.0,normal,0.0865,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Arunachal Pradesh s AS Abalone,0.9901
Victoria Falls   Pier Corp Solutions,1179,61,94,19.3279,54,129,0.0,14358130.0,0.0,normal,0.0865,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Playa de Arena Ltd,0.9836
Zambezi Rapids  Brine Oyj Carriers,1871,84,56,22.2738,306,377,0.0011,16959255.0,0.0,normal,0.0863,0,1,1,0,C1-S1,C1-S1-T0,general_trader,East Ltd. Liability Co,0.9963
Italian Sardines Inc Carriers,523,62,18,8.4355,8,19,0.0057,3096715.0,0.0,normal,0.086,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Lake Tana  Sagl Delivery,0.9987
Wave Watchers SE Express,595,84,29,7.0833,19,62,0.2118,11422470.0,0.0,normal,0.0851,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Estrella del Mar SE,0.9901
Dutch Mussels GmbH Carriers,3289,84,81,39.1548,197,385,0.176,41412225.0,0.0,normal,0.0849,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Limited Liability Company Co,0.9582
Kariba Dam   Ltd Freight ,799,60,69,13.3167,36,38,0.0025,7886370.0,0.0,normal,0.0847,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Fin Addiction and N.V. Overseas,0.9972
SaltwaterSatisfactions Incorporated Marine ecology,144,57,9,2.5263,27,42,0.0278,2065360.0,0.0,normal,0.0841,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Kilimanjaro fishery Limited Liability Company,0.9986
xiǎo xiā Cargo  Corp Carriers,6068,84,130,72.2381,251,503,0.0516,238111810.0,0.0,normal,0.0839,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Assam   Ltd. Liability Co,0.9828
Uttarakhand  Market S.p.A. Express,2109,67,103,31.4776,27,39,0.0005,22382970.0,0.0,normal,0.0836,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Diao er  Co Underwater,0.9937
Dry Creek Ltd. Corporation,102,58,7,1.7586,25,16,0.0196,1461050.0,0.0,normal,0.0833,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Karnataka  Market GmbH Export,0.9988
Baltic Sprat Corp Roe,2408,84,67,28.6667,133,61,0.0004,18899735.0,726170.0,normal,0.0831,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Brisa del Mar Plc,0.9494
Saltwater Serenity Ltd. Corporation,2356,73,136,32.274,122,366,0.0017,24241745.0,0.0,normal,0.0826,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Arena del Mar AB,0.9296
Odisha  GmbH & Co. KG,4706,84,113,56.0238,239,507,0.0062,35827075.0,263155.0,normal,0.0823,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Mar del Oeste Transport,0.9907
Water World Pic Cargo,2939,68,92,43.2206,44,90,0.0507,65755135.0,0.0,normal,0.0818,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Uttarakhand  Market S.p.A. Express,0.9931
mán yú S.A. de C.V. Captain,3275,82,111,39.939,286,314,0.1362,64773945.0,0.0,normal,0.0817,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Portuguese Sea Bass SRL Import,0.9922
Mar de Cristalino Yacht,373,64,25,5.8281,33,16,0.0,1885380.0,0.0,normal,0.0816,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Arunachal Pradesh s AS Abalone,0.9988
Selous Game Reserve  GmbH Express,151,61,6,2.4754,19,35,0.0662,2656300.0,0.0,normal,0.0807,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,-18,0.9975
Sea Breezes N.V. Canal,5621,84,135,66.9167,361,303,0.0,63033960.0,0.0,normal,0.0806,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Arunachal Pradesh s Company,0.9921
Estrella de Mar AS,2994,84,103,35.6429,297,574,0.0017,43188815.0,0.0,normal,0.0796,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Olas del Sur Ltd. Corporation,0.9994
Samaka Ltd. Corporation Dry dock,3634,81,400,44.8642,101,147,0.0011,73603360.0,0.0,normal,0.0794,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Zale Limited Liability Company,0.9669
OOO Ltd. Corporation Freight ,117,59,5,1.9831,14,55,0.0,259770.0,0.0,normal,0.0793,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Ocean Quest Corporation Seaside,0.9995
Coral del Mar Logistics,3391,84,132,40.369,82,156,0.3223,36994150.0,0.0,normal,0.079,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Estrella del Sol Buoy,0.9823
Christopher Ltd. Liability Co Worldwide,3155,83,112,38.012,50,18,0.2086,61326925.0,0.0,normal,0.0785,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,WaveWorx Ges.m.b.H. and Son's,0.9528
Vespuci Sp Marine biology,239,70,10,3.4143,5,6,0.0084,264390.0,0.0,normal,0.0785,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Mar del Caribe Express Surf,0.9971
Lake Edward  BV Marine conservation,5775,84,98,68.75,325,316,0.0003,101726540.0,0.0,normal,0.0784,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Sea Breezes N.V. Canal,0.9902
Costa del Viento Fish  S.p.A. United,3820,84,116,45.4762,197,269,0.2615,68863250.0,0.0,normal,0.078,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Benguela Current   GmbH Carriers,0.9913
North Atlantic  BV Transit,8264,84,199,98.381,302,107,0.0005,169544800.0,0.0,normal,0.0777,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,French Crab Pic Marine conservation,0.9578
The Salted Pearl SRL,215,66,11,3.2576,52,68,0.0698,2918970.0,0.0,normal,0.0776,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Dry Creek BV Harbor,0.9898
Albertine Rift  LLC Line,157,62,11,2.5323,31,18,0.0,1718985.0,0.0,normal,0.0775,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Italian Sardines Inc Carriers,0.998
Bu yu wang Motorboat,219,64,11,3.4219,8,92,0.0228,2747665.0,0.0,normal,0.0774,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,páng xiè Ltd. Liability Co Freight ,0.9937
Dry Creek BV Harbor,231,65,12,3.5538,32,15,0.0216,5398940.0,0.0,normal,0.0772,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Mar de Cristalino Yacht,0.9976
Barents Sea Cod Corp Marine,4465,84,102,53.1548,407,317,0.0074,42204010.0,0.0,normal,0.0765,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Coral Reef Ray Company Worldwide,0.9963
Chituku Roe Corp Import,2734,84,79,32.5476,301,463,0.0582,126992800.0,5705.0,normal,0.0764,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Playa de la Felicidad Sagl Line,0.9954
Playa de Oro ОАО,192,61,11,3.1475,7,33,0.0208,1686620.0,0.0,normal,0.0764,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Lake Tana  Sagl Delivery,0.9988
Seaside Summit S.A. de C.V.,896,83,35,10.7952,163,207,0.1272,18049895.0,0.0,normal,0.0762,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Drakensberg  S.A. de C.V. Marine ecology,0.9849
Ocean Quest Corporation Seaside,131,59,7,2.2203,19,42,0.0,729030.0,0.0,normal,0.076,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,OOO Ltd. Corporation Freight ,0.9995
Okavango River  NV Marine life,4822,84,337,57.4048,237,130,0.0071,153881765.0,0.0,normal,0.0754,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,The Salty Dog Logistics Leska,0.9299
Playa de Coral Distribution Marine sanctuary,1297,83,118,15.6265,86,76,0.249,26391025.0,0.0,normal,0.0753,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,SE Ltd. Liability Co,0.9672
Arunachal Pradesh s Company,5095,84,182,60.6548,340,302,0.0,26473265.0,0.0,normal,0.0751,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Sea Breezes N.V. Canal,0.9921
Uttar Pradesh Sea  Company Seafoam,1484,84,54,17.6667,141,153,0.2554,22531370.0,0.0,normal,0.0748,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Assam  Market Tilapia Ltd Worldwide,0.9725
Nautical Navigators Limited Liability Company Holdings,6848,84,277,81.5238,107,35,0.0,38226440.0,0.0,normal,0.0742,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Bahía del Sol Merchants Catchers,0.9777
Fin Addiction and N.V. Overseas,1238,61,39,20.2951,32,35,0.0,8079515.0,0.0,normal,0.0741,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Kariba Dam   Ltd Freight ,0.9972
WaveWorx Ges.m.b.H. and Son's,3917,84,77,46.631,123,50,0.2448,88702690.0,0.0,normal,0.0741,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Goa   Seaside Sp Overseas,0.9636
Arunachal Pradesh s AS Abalone,327,64,27,5.1094,41,37,0.0,690385.0,0.0,normal,0.074,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Mar de Cristalino Yacht,0.9988
Fresh Ltd. Liability Co,799,82,38,9.7439,65,113,0.1977,10036755.0,0.0,normal,0.074,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Wave Watchers SE Express,0.9889
Playa del Mar NV,3013,84,76,35.869,315,393,0.0382,40478425.0,0.0,normal,0.074,0,1,1,0,C1-S1,C1-S1-T0,general_trader,East Ltd. Liability Co,0.9962
Assam  Market Tilapia Ltd Worldwide,1090,83,90,13.1325,89,145,0.2661,21245520.0,0.0,normal,0.0739,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Turkish Mussels LLC and,0.9825
Océano de Coral S.p.A.,3884,84,379,46.2381,21,104,0.0003,68821045.0,0.0,normal,0.0739,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,-1121,0.9655
Benguela Current   GmbH Carriers,3542,84,120,42.1667,206,268,0.2357,60489230.0,0.0,normal,0.0732,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Costa del Viento Fish  S.p.A. United,0.9913
Coral Reef Ray Company Worldwide,4175,84,100,49.7024,427,352,0.0,58372815.0,0.0,normal,0.0731,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Barents Sea Cod Corp Marine,0.9963
Dutch Herring Ferry NV Marine sanctuary,844,67,72,12.597,32,83,0.019,9518175.0,0.0,normal,0.073,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Ob River Coral AB Marine,0.994
Aqua Gourmet GmbH & Co. KG United,3693,84,98,43.9643,353,286,0.0,21550055.0,0.0,normal,0.0727,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Barents Sea Cod Corp Marine,0.9864
Blue Nile  N.V. Marine,10369,84,160,123.4405,12,90,0.0,140079365.0,0.0,normal,0.0726,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Caracola del Este BV,0.9649
Goa   Seaside Sp Overseas,4553,84,156,54.2024,90,82,0.2572,77767550.0,0.0,normal,0.0726,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,WaveWorx Ges.m.b.H. and Son's,0.9636
Seashell Seekers Ltd. Corporation Transit,6444,84,127,76.7143,239,419,0.0168,123325395.0,0.0,normal,0.0725,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Eukrante Marine biology A/S Express,0.99
-751,4978,84,178,59.2619,2,30,0.0,95193380.0,0.0,normal,0.0723,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,The Salty Pearl Kga,0.9941
Mar del Oeste Transport,5201,84,113,61.9167,273,492,0.0002,41730135.0,0.0,normal,0.0716,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Assam   Ltd. Liability Co,0.9937
N.V. Ltd. Liability Co,5756,84,212,68.5238,86,418,0.0007,79661275.0,0.0,normal,0.071,0,1,1,0,C1-S1,C1-S1-T0,general_trader,SeaSelects Lighthouse LC Transit,0.9781
Náutica del Sol A/S,7599,84,172,90.4643,42,47,0.0011,266908530.0,0.0,normal,0.0709,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Nile Crocodile  Deep-sea Oyj Brothers,0.9824
Barents Sea Shrimp N.V.,431,68,21,6.3382,11,17,0.0,10921545.0,0.0,normal,0.0706,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Coral Cove Sagl Chart,0.9984
Brisa del Este ОАО,4281,75,146,57.08,47,34,0.0019,30406975.0,0.0,normal,0.0705,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Manipur  Market United Trout,0.9705
Meghalaya  Ltd. Liability Co Marine conservation,396,62,18,6.3871,22,47,0.0051,1264955.0,0.0,normal,0.0697,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Lake Tana  Sagl Delivery,0.9995
Playa de Arena Pic,2314,77,152,30.0519,80,18,0.0722,48963315.0,0.0,normal,0.0688,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Baltic Flounder Sp Delivery,0.9608
Ancla Marina AB Holdings,1989,84,55,23.6786,157,228,0.2132,57911805.0,0.0,normal,0.0685,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Playa de la Felicidad Plc,0.9947
Portuguese Sea Bass SRL Import,2258,84,89,26.881,301,337,0.0952,32294540.0,0.0,normal,0.0685,0,1,1,0,C1-S1,C1-S1-T0,general_trader,mán yú S.A. de C.V. Captain,0.9922
páng xiè Ltd. Liability Co Freight ,429,65,26,6.6,38,78,0.007,5124010.0,0.0,normal,0.0683,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Chhattisgarh   Ltd. Liability Co,0.9956
Lake Tana  Sagl Delivery,263,61,12,4.3115,9,30,0.0,3095000.0,0.0,normal,0.0682,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Meghalaya  Ltd. Liability Co Marine conservation,0.9995
Mar de la Luz A/S,5761,82,209,70.2561,36,167,0.0073,231792260.0,0.0,normal,0.0682,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Dry Creek Company Services,0.9555
Jammu Limited Liability Company,108,75,3,1.44,14,19,0.0,416460.0,0.0,normal,0.0679,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Bu yu wang Tom yum GmbH & Co. KG Shipping,0.9996
Chhattisgarh   Ltd. Liability Co,191,66,8,2.8939,33,46,0.0,556115.0,0.0,normal,0.0676,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Náutica del Sol S.A. de C.V.,0.9994
Chhattisgarh  Salt spray ОАО United,204,69,12,2.9565,22,63,0.0686,2140220.0,0.0,normal,0.0675,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Mar de la Luz Company,0.9931
Okavango Delta  Ges.m.b.H. Shipping,538,77,26,6.987,2,11,0.0,24383165.0,0.0,normal,0.0674,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Punjab s LC Express,0.9979
Sahara  LLC Co Consultants,1973,84,53,23.4881,97,273,0.2777,80037240.0,0.0,normal,0.0674,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Mar de la Felicidad GmbH Worldwide,0.9879
Atlantic Ocean Coast  CJSC,8587,84,177,102.2262,105,132,0.0,361867665.0,0.0,normal,0.0672,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Caracola del Este BV,0.9504
Portuguese Octopus Ltd. Corporation Solutions,8322,84,212,99.0714,87,229,0.0,79308580.0,0.0,normal,0.0671,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,The Salted Pearl AG Marine conservation,0.9773
Caracola del Este Plc United,4955,84,130,58.9881,77,245,0.1699,71223715.0,0.0,normal,0.0669,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Saltwater Sisters AS Marine life,0.9232
bái suō wěn lú AS,5350,84,208,63.6905,211,350,0.0931,69800165.0,0.0,normal,0.0666,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Ocean Outfitters Ges.m.b.H. Dredge,0.9892
Mar de la Felicidad GmbH Worldwide,1865,84,49,22.2024,89,240,0.2643,32160370.0,0.0,normal,0.0665,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Sahara  LLC Co Consultants,0.9879
