company,total_links,active_months,max_monthly_count,avg_monthly_count,activity_cv,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,q1_temporal_pattern,q1_pattern_risk,revival_score,dormancy_months,dormancy_weight,has_extended_months,q1_inconsistent,bridge_scope,is_relay_successor,business_mode,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,nearest_company,nearest_similarity,bridge_link_count,bridge_partner_sample,relay_predecessors,sig_iso_anomaly,sig_revival,sig_dormancy,sig_q1_inconsistent,sig_q1_risk,sig_bridge,sig_relay,sig_fish,composite_score,signal_count,confidence_tier,evidence_chain
Bay of Bengal's Sagl,2109,84,76,25.1071,0.6287,197,272,0.3367,34945370.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,fish_network_expander,normal,0.1028,1,0,0,2,C0-S0,C0-S0-T2,hǎi mǎ Sagl Express,0.982,0,,,0.1028,0.0,0.1824,0.0,0.0,0.0,0.0,0.3367,0.0598,1,LOW,fish HS code ratio=33.7%
-2200,21,10,4,2.1,0.5813,1,2,0.0,1911615.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0233,1,3,2,0,C3-S2,C3-S2-T0,Savaneta SE and Son's,0.9995,0,,,0.0233,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0598,1,LOW,no strong individual signal
Estrella del Mar ОАО Distribution,20,14,3,1.4286,0.4359,4,3,0.0,19935.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0233,1,3,2,1,C3-S2,C3-S2-T1,-11472,0.9998,0,,,0.0233,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0598,1,LOW,no strong individual signal
-5013,23,14,3,1.6429,0.3715,1,5,0.0,328580.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0232,1,3,2,1,C3-S2,C3-S2-T1,-4715,0.9993,0,,,0.0232,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0598,1,LOW,no strong individual signal
-2467,22,4,10,5.5,0.7329,1,3,0.0,106915.0,0.0,general,1,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0231,1,3,2,0,C3-S2,C3-S2-T0,-7718,0.9991,0,,,0.0231,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0598,1,LOW,business_mode=short_lived
-3620,60,29,4,2.069,0.5066,2,30,0.0,290040.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0231,1,3,2,1,C3-S2,C3-S2-T1,-11198,0.9949,0,,,0.0231,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0598,1,LOW,no strong individual signal
-2593,20,9,5,2.2222,0.6964,1,1,0.0,459085.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.023,1,3,2,0,C3-S2,C3-S2-T0,-15466,0.9995,0,,,0.023,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0598,1,LOW,no strong individual signal
Niamh Ltd. Liability Co United,94,31,9,3.0323,0.6674,8,8,0.0532,3599940.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.019,1,3,2,0,C3-S2,C3-S2-T0,Samaka Inc Marine biology,0.9937,0,,,0.019,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0532,0.0598,1,LOW,no strong individual signal
Saltwater Solitude Company Worldwide,5527,84,127,65.7976,0.2811,444,414,0.0002,70090475.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.1299,1,0,2,2,C0-S2,C0-S2-T2,Ola del Mar S.A. de C.V.,0.9983,0,,,0.1299,0.0,0.1824,0.0,0.0,0.0,0.0,0.0002,0.0598,0,LOW,no strong individual signal
Chhattisgarh  A/S & Son's,7102,78,302,91.0513,1.0416,42,135,0.0006,43089225.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.1298,1,0,0,0,C0-S0,C0-S0-T0,-2119,0.9833,0,,,0.1298,0.0,0.1824,0.0,0.0,0.0,0.0,0.0006,0.0598,0,LOW,no strong individual signal
Kilimanjaro fishery Ltd. Corporation,43,19,6,2.2632,0.6223,7,4,0.8837,759140.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0587,1,2,0,2,C2-S0,C2-S0-T2,Náutica del Mar Enterprises,0.9984,0,,,0.0587,0.0,0.1824,0.0,0.0,0.0,0.0,0.8837,0.0597,1,LOW,fish HS code ratio=88.4%
-1259,78,25,9,3.12,0.7602,2,30,0.0,80340.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0229,1,3,1,0,C3-S1,C3-S1-T0,-2785,0.9996,0,,,0.0229,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0597,1,LOW,no strong individual signal
-2595,60,6,17,10.0,0.4865,1,2,0.0,276190.0,0.0,general,1,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0227,1,3,2,1,C3-S2,C3-S2-T1,-581,0.9992,0,,,0.0227,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0597,1,LOW,business_mode=short_lived
-4215,22,15,5,1.4667,0.6983,2,14,0.0,855835.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0227,1,3,2,0,C3-S2,C3-S2-T0,-8259,0.9995,0,,,0.0227,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0597,1,LOW,no strong individual signal
-12214,21,14,3,1.5,0.4179,1,1,0.0,295075.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0226,1,3,2,1,C3-S2,C3-S2-T1,-11472,0.9996,0,,,0.0226,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0597,1,LOW,no strong individual signal
-2470,21,8,5,2.625,0.4641,1,1,0.0,91810.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0226,1,3,2,1,C3-S2,C3-S2-T1,Thetis Limited Liability Company Cargo,0.9999,0,,,0.0226,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0597,1,LOW,no strong individual signal
-8141,21,13,4,1.6154,0.6209,3,4,0.0,1172405.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0226,1,3,2,0,C3-S2,C3-S2-T0,Turkish  Limited Liability Company,0.9999,0,,,0.0226,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0597,1,LOW,no strong individual signal
Norwegian King Crab Current Oyj Consulting,78,22,11,3.5455,0.8493,28,14,0.0256,869955.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0206,1,3,1,0,C3-S1,C3-S1-T0,mán yú Kga Marine sanctuary,0.9986,0,,,0.0206,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0256,0.0597,1,LOW,no strong individual signal
Danish Mackerel S.A. de C.V.,1967,84,60,23.4167,0.4438,184,124,0.0015,40030495.0,0.0,stable,0,3.0,0,1.0,0,0,0,0,general_trader,normal,0.0991,1,0,0,2,C0-S0,C0-S0-T2,Deep Sea Divers Tom yum ОАО Marine sanctuary,0.9551,0,,,0.0991,0.03,0.1824,0.0,0.0,0.0,0.0,0.0015,0.0597,0,LOW,no strong individual signal
Uttar Pradesh Sea  Starfish Plc Freight ,131,16,20,8.1875,0.7006,8,4,0.0,1180700.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0224,1,3,2,0,C3-S2,C3-S2-T0,-1708,0.9997,0,,,0.0224,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0596,1,LOW,no strong individual signal
-2228,20,11,3,1.8182,0.3937,1,4,0.0,204845.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0222,1,3,2,1,C3-S2,C3-S2-T1,-4424,0.9996,0,,,0.0222,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0596,1,LOW,no strong individual signal
Arunachal Pradesh s Limited Liability Company Tilapia,20,14,5,1.4286,0.781,4,12,0.0,92905.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0222,1,3,1,0,C3-S1,C3-S1-T0,-6308,0.9998,0,,,0.0222,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0596,1,LOW,no strong individual signal
Atlas Mountains  AS Shipping,24,17,3,1.4118,0.4895,9,16,0.0,58260.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0221,1,3,2,1,C3-S2,C3-S2-T1,SeaTrek & S.p.A. Express,0.9991,0,,,0.0221,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0595,1,LOW,no strong individual signal
-2629,30,11,9,2.7273,0.9522,1,10,0.0,1096425.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.022,1,3,1,0,C3-S1,C3-S1-T0,-4419,0.9997,0,,,0.022,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0595,1,LOW,no strong individual signal
Playa del Cielo River,22,14,5,1.5714,0.71,10,12,0.0,304840.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0219,1,3,2,0,C3-S2,C3-S2-T0,-2908,0.9997,0,,,0.0219,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0595,1,LOW,no strong individual signal
Isla Azul GmbH & Co. KG,3003,84,71,35.75,0.3457,344,573,0.0033,54805590.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.1282,1,0,2,2,C0-S2,C0-S2-T2,Playa de Arena OJSC,0.9964,0,,,0.1282,0.0,0.1824,0.0,0.0,0.0,0.0,0.0033,0.0595,0,LOW,no strong individual signal
-2185,21,13,4,1.6154,0.5173,1,1,0.0,877785.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0217,1,3,2,1,C3-S2,C3-S2-T1,-13444,0.9999,0,,,0.0217,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
-4858,21,13,3,1.6154,0.4567,1,6,0.0,128770.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0217,1,3,2,1,C3-S2,C3-S2-T1,Wave Watchers Express Mussel,0.9998,0,,,0.0217,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
-7209,22,13,4,1.6923,0.5378,1,1,0.0,248565.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0217,1,3,2,0,C3-S2,C3-S2-T0,-11512,0.9998,0,,,0.0217,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
Wave Watchers Express Mussel,23,13,4,1.7692,0.4518,5,2,0.0,26915.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0216,1,3,2,1,C3-S2,C3-S2-T1,Playa del Sol Limited Liability Company Logistics,0.9999,0,,,0.0216,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
-8259,30,14,6,2.1429,0.7024,1,4,0.0,8897405.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0215,1,3,2,0,C3-S2,C3-S2-T0,-7196,0.9999,0,,,0.0215,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
Lake Malawi  Ltd. Corporation United,46,33,3,1.3939,0.4652,15,15,0.0,130520.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0215,1,3,2,1,C3-S2,C3-S2-T1,Red Sea  N.V. Marine biology,0.9983,0,,,0.0215,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
-2174,61,27,11,2.2593,0.9377,1,4,0.0,2507270.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0214,1,3,1,0,C3-S1,C3-S1-T0,-5282,0.9981,0,,,0.0214,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
Baltic Sprat Oyj Anchor,133,35,15,3.8,0.7725,3,4,0.0,646490.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0214,1,3,1,0,C3-S1,C3-S1-T0,Mar de Cielo Ges.m.b.H. Captain,0.998,0,,,0.0214,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0594,1,LOW,no strong individual signal
Oceanfront Oases SE Marine conservation,32,11,6,2.9091,0.5946,8,8,0.0625,191910.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0164,1,3,2,0,C3-S2,C3-S2-T0,Brisa Marina Plc Cargo,0.9972,0,,,0.0164,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0625,0.0594,1,LOW,no strong individual signal
Portuguese Sardines Ltd. Liability Co,23,13,4,1.7692,0.55,3,11,0.0,2650.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0213,1,3,2,0,C3-S2,C3-S2-T0,-4831,0.9999,0,,,0.0213,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0593,1,LOW,no strong individual signal
Scottish Oysters Limited Liability Company Hull,104,15,12,6.9333,0.4162,2,2,0.0,371885.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0212,1,3,2,1,C3-S2,C3-S2-T1,-12214,0.9995,0,,,0.0212,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0593,1,LOW,no strong individual signal
Lake Nakuru  NV Shipping,25,14,4,1.7857,0.6053,3,7,0.0,2334425.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0211,1,3,2,0,C3-S2,C3-S2-T0,-9824,0.9998,0,,,0.0211,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0593,1,LOW,no strong individual signal
-8573,42,12,7,3.5,0.5017,1,10,0.0,9760175.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.021,1,3,2,1,C3-S2,C3-S2-T1,-13433,0.9995,0,,,0.021,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0593,1,LOW,no strong individual signal
Ocean Odyssey Ltd. Corporation,43,33,3,1.303,0.4425,7,15,0.0,322660.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.021,1,3,2,1,C3-S2,C3-S2-T1,Red Sea  N.V. Marine biology,0.9997,0,,,0.021,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0593,1,LOW,no strong individual signal
-20,28,19,3,1.4737,0.4601,8,10,0.0357,494040.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0181,1,3,2,1,C3-S2,C3-S2-T1,-12628,0.9984,0,,,0.0181,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0357,0.0593,1,LOW,no strong individual signal
Coral del Mar Logistics,3391,84,132,40.369,0.6934,82,156,0.3223,36994150.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.1014,1,0,0,1,C0-S0,C0-S0-T1,Lake Victoria Catch  NV,0.9686,0,,,0.1014,0.0,0.1824,0.0,0.0,0.0,0.0,0.3223,0.0592,1,LOW,fish HS code ratio=32.2%
-3584,120,32,17,3.75,0.8794,3,8,0.0,4288665.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0208,1,3,1,0,C3-S1,C3-S1-T0,ReefRider GmbH & Co. KG,0.9946,0,,,0.0208,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0592,1,LOW,no strong individual signal
Costa del Sol AG,36,21,3,1.7143,0.3191,17,6,0.0,152655.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0207,1,3,2,1,C3-S2,C3-S2-T1,Coral Reef Corporation Merchants,0.9991,0,,,0.0207,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0592,1,LOW,no strong individual signal
Turkish Mussels Ltd Family,60,28,5,2.1429,0.62,23,27,0.0,418535.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0207,1,3,2,0,C3-S2,C3-S2-T0,Estrella de Mar Tidepool,0.9959,0,,,0.0207,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0592,1,LOW,no strong individual signal
-3924,20,11,5,1.8182,0.6557,1,7,0.0,184810.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0206,1,3,2,0,C3-S2,C3-S2-T0,Water Wonders OJSC Line,0.9999,0,,,0.0206,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0592,1,LOW,no strong individual signal
-18844,24,13,4,1.8462,0.5559,1,1,0.0,52735.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0205,1,3,2,0,C3-S2,C3-S2-T0,Ola de la Costa Limited Liability Company,0.9999,0,,,0.0205,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0591,1,LOW,no strong individual signal
-12900,20,10,7,2.0,0.8944,2,3,0.0,216535.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0204,1,3,1,0,C3-S1,C3-S1-T0,-8565,0.9994,0,,,0.0204,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0591,1,LOW,no strong individual signal
-17226,51,22,5,2.3182,0.629,2,3,0.0,1152485.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0201,1,3,2,0,C3-S2,C3-S2-T0,Blue Ridge   LLC Carriers,0.9993,0,,,0.0201,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.059,1,LOW,no strong individual signal
-11512,24,12,5,2.0,0.5401,1,1,0.0,583465.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.02,1,3,2,0,C3-S2,C3-S2-T0,-7209,0.9998,0,,,0.02,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.059,1,LOW,no strong individual signal
Senegal River  LLC Logistics,23,12,4,1.9167,0.4497,5,6,0.0,20875.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.02,1,3,2,1,C3-S2,C3-S2-T1,Playa del Sol Limited Liability Company Logistics,0.9999,0,,,0.02,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.059,1,LOW,no strong individual signal
-2534,20,11,4,1.8182,0.5148,1,2,0.0,108610.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0199,1,3,2,1,C3-S2,C3-S2-T1,-2031,0.9996,0,,,0.0199,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.059,1,LOW,no strong individual signal
SeaBass Company S.p.A. Port,43,19,8,2.2632,0.8462,15,11,0.0233,1015700.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0179,1,3,1,0,C3-S1,C3-S1-T0,SeaBass Company AS Transport,0.9984,0,,,0.0179,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0233,0.059,1,LOW,no strong individual signal
Mar y Luna Hull,50,20,6,2.5,0.6387,14,17,0.04,367140.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0166,1,3,2,0,C3-S2,C3-S2-T0,Mar y Luna Kga Freight ,0.9976,0,,,0.0166,0.0,0.1824,0.0,0.3333,0.0,0.0,0.04,0.059,1,LOW,no strong individual signal
BlueWater Bistro Corp Express,40,24,4,1.6667,0.4472,3,9,0.0,78255.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0197,1,3,2,1,C3-S2,C3-S2-T1,Ocean Explorers SE Services,0.9997,0,,,0.0197,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0589,1,LOW,no strong individual signal
-7196,20,13,5,1.5385,0.7036,2,2,0.0,13690.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0196,1,3,2,0,C3-S2,C3-S2-T0,-7232,1.0,0,,,0.0196,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0589,1,LOW,no strong individual signal
Saltwater Seekers GmbH & Co. KG,30,24,3,1.25,0.4761,3,13,0.0,531825.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0195,1,3,2,1,C3-S2,C3-S2-T1,Wave Warriors Manatee Plc Marine ecology,0.9996,0,,,0.0195,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0589,1,LOW,no strong individual signal
-22,33,19,3,1.7368,0.4111,7,10,0.0303,510045.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.017,1,3,2,1,C3-S2,C3-S2-T1,-2617,0.999,0,,,0.017,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0303,0.0589,1,LOW,no strong individual signal
River Gambia  Plc Solutions,35,9,7,3.8889,0.6234,2,5,0.0571,1084930.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0151,1,3,2,0,C3-S2,C3-S2-T0,Oceanfront Oases SE Marine conservation,0.9972,0,,,0.0151,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0571,0.0589,1,LOW,no strong individual signal
-793,20,10,4,2.0,0.5,7,6,0.0,499525.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0193,1,3,2,1,C3-S2,C3-S2-T1,-13433,0.9998,0,,,0.0193,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0588,1,LOW,no strong individual signal
Oceanfront Oases Sailor BV Logistics,53,33,4,1.6061,0.5514,10,14,0.0,144305.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0193,1,3,2,0,C3-S2,C3-S2-T0,hǎi zhé LC Cargo,0.9984,0,,,0.0193,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0588,1,LOW,no strong individual signal
-2430,20,5,8,4.0,0.5244,1,1,0.0,163925.0,0.0,general,1,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0192,1,3,2,0,C3-S2,C3-S2-T0,-7713,0.9983,0,,,0.0192,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0588,1,LOW,business_mode=short_lived
Indian Ocean Harvesters Company Marine,49,24,8,2.0417,0.9323,7,14,0.0,1047570.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0191,1,3,1,0,C3-S1,C3-S1-T0,-5282,0.9984,0,,,0.0191,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0588,1,LOW,no strong individual signal
Kariba Dam   Sp Forwading,32,18,4,1.7778,0.4419,19,17,0.0,371155.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0191,1,3,2,1,C3-S2,C3-S2-T1,Guinea Gulf  Marine ecology Ltd. Liability Co Transport,0.9991,0,,,0.0191,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0588,1,LOW,no strong individual signal
Mar del Norte Co Services,65,31,6,2.0968,0.6783,18,20,0.0,304060.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.019,1,3,2,0,C3-S2,C3-S2-T0,Samaka Inc Marine biology,0.9985,0,,,0.019,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0588,1,LOW,no strong individual signal
Kilwa Coast  Coast NV Delivery,434,81,17,5.358,0.656,40,63,0.553,7127890.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.081,1,0,0,1,C0-S0,C0-S0-T1,Uttar Pradesh s Oyj,0.9814,0,,,0.081,0.0,0.1824,0.0,0.0,0.0,0.0,0.553,0.0587,1,LOW,fish HS code ratio=55.3%
-18086,25,18,3,1.3889,0.4883,1,2,0.0,2189780.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0189,1,3,2,1,C3-S2,C3-S2-T1,-6702,0.9995,0,,,0.0189,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0587,1,LOW,no strong individual signal
Orrs Oyster  N.V. United,36,25,3,1.44,0.3967,4,12,0.0,9485.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0189,1,3,2,1,C3-S2,C3-S2-T1,Ethiopian Highlands  Sp Mudflat,0.9996,0,,,0.0189,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0587,1,LOW,no strong individual signal
-2031,21,13,3,1.6154,0.5173,3,6,0.0,401010.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0187,1,3,2,1,C3-S2,C3-S2-T1,-13444,0.9999,0,,,0.0187,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0587,1,LOW,no strong individual signal
Icelandic Cod OJSC Services,32,15,4,2.1333,0.4485,5,13,0.0,347365.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0187,1,3,2,1,C3-S2,C3-S2-T1,-21848,0.9995,0,,,0.0187,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0587,1,LOW,no strong individual signal
Portuguese Octopus Catchers ОАО Marine sanctuary,30,23,4,1.3043,0.527,15,13,0.0,90555.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0187,1,3,2,1,C3-S2,C3-S2-T1,Lake Rukwa  Eel AS Transport,0.9991,0,,,0.0187,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0587,1,LOW,no strong individual signal
-16162,24,10,5,2.4,0.5951,1,1,0.0,374105.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0186,1,3,2,0,C3-S2,C3-S2-T0,-2200,0.9995,0,,,0.0186,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0587,1,LOW,no strong individual signal
-4715,25,16,3,1.5625,0.3899,1,5,0.0,447410.0,0.0,periodic,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0186,1,3,2,1,C3-S2,C3-S2-T1,-2617,0.9999,0,,,0.0186,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0,0.0587,1,LOW,no strong individual signal
Bay of Bengal's Ltd. Corporation Submarine,36,14,6,2.5714,0.5638,4,12,0.0556,129895.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0143,1,3,2,0,C3-S2,C3-S2-T0,Portuguese Sea Bass Underwater Oyj Solutions,0.9973,0,,,0.0143,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0556,0.0587,1,LOW,no strong individual signal
Lake Edward  BV Marine conservation,5775,84,98,68.75,0.2054,325,316,0.0003,101726540.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.1253,1,0,2,2,C0-S2,C0-S2-T2,Costa del Mar Limited Liability Company,0.9766,0,,,0.1253,0.0,0.1824,0.0,0.0,0.0,0.0,0.0003,0.0587,0,LOW,no strong individual signal
Sea Striders NV Marine sanctuary,61,39,5,1.5641,0.5569,8,14,0.6721,835000.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0712,1,2,0,2,C2-S0,C2-S0-T2,Caracola del Este Pic,0.98,0,,,0.0712,0.0,0.1824,0.0,0.0,0.0,0.0,0.6721,0.0586,1,LOW,fish HS code ratio=67.2%
