company_a,company_b,relationship_pattern,confidence,month_overlap_count,month_overlap_jaccard,shared_partner_count,shared_partner_jaccard,gap_months,a_first_month,a_last_month,b_first_month,b_last_month,a_active_months,b_active_months,a_temporal_pattern,b_temporal_pattern,overlap_month_sample
Maharashtra ers Incorporated Express,Zambezi Gorge  N.V. Transport,synchronous,0.67,84,1.0,198,0.1759,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Brine,Pao gan SE Seal,synchronous,0.67,84,1.0,163,0.1748,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barco de Plata Corp,Olas del Mar Worldwide,synchronous,0.67,84,1.0,90,0.1742,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s A/S Transport,Estrella del Mar Seafarer,synchronous,0.67,84,1.0,321,0.1746,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra  Ltd. Liability Co Shipping,Saltwater Supreme ОАО Forwading,synchronous,0.67,84,1.0,117,0.1756,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra  Ltd. Liability Co Shipping,Selous Game Reserve  S.A. de C.V.,synchronous,0.67,84,1.0,140,0.1749,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Sol Services,Olas del Mar Worldwide,synchronous,0.67,84,1.0,336,0.1742,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,lú yú GmbH & Co. KG,synchronous,0.67,84,1.0,145,0.1747,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan LC Freight ,lú yú GmbH & Co. KG,synchronous,0.67,84,1.0,73,0.1742,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,SeaTree Ltd. Liability Co Holdings,synchronous,0.67,84,1.0,140,0.1749,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Mar de la Vida Incorporated,synchronous,0.67,84,1.0,149,0.1762,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Panope Limited Liability Company,synchronous,0.67,84,1.0,149,0.1754,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Náutica del Sol Corporation,Rift Valley fishery Inc,synchronous,0.67,84,1.0,100,0.176,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Uttarakhand  Market Limited Liability Company Nautical,synchronous,0.67,84,1.0,140,0.1744,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Sur Oyj,Rift Valley fishery Inc,synchronous,0.67,84,1.0,108,0.1745,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barco de Plata Corp,Kong zhong diao yu  Ges.m.b.H.,synchronous,0.67,84,1.0,125,0.176,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,BlueWaterBites GmbH & Co. KG Export,synchronous,0.67,84,1.0,33,0.1757,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Portuguese Tuna Bonito Kga Consultants,synchronous,0.67,84,1.0,117,0.1741,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Nazhivka & A/S Transport,Perla del Mar Co,synchronous,0.67,84,1.0,41,0.1749,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Náutica del Sol Corporation,synchronous,0.67,84,1.0,73,0.1757,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Greek Sea Bass Inc Transport,Lake Nasser  Freight  Seal,synchronous,0.67,84,1.0,10,0.1738,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
French Hake Cargo ship Sagl Services,Rift Valley fishery Inc,synchronous,0.67,84,1.0,96,0.1758,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Oyj &,Uttarakhand  Market Limited Liability Company Nautical,synchronous,0.67,84,1.0,86,0.1747,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Pao gan LC Freight ,synchronous,0.67,84,1.0,75,0.174,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de Coral SRL United,Olas del Mar N.V.,synchronous,0.67,83,0.9881,5,0.1923,,2028-01,2034-12,2028-01,2034-12,84,83,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Gujarat  S.A. de C.V.,synchronous,0.67,84,1.0,144,0.1739,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kilimanjaro fishery Ltd. Corporation Carriers,Tamil  Nautilus CJSC Consulting,synchronous,0.67,80,0.9524,102,0.2467,,2028-01,2034-12,2028-01,2034-12,80,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jharkhand  Ltd. Liability Co Worldwide,Ola del Mar S.A. de C.V.,synchronous,0.67,84,1.0,23,0.1738,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Greek Sea Bass Inc Transport,synchronous,0.67,84,1.0,16,0.1738,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Lake Nakuru  Kga Logistics,synchronous,0.67,84,1.0,29,0.1744,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme Pelican Ltd Enterprises,SeaTree Ltd. Liability Co Holdings,synchronous,0.67,84,1.0,77,0.1744,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jammu Ltd. Liability Co,Sea Breezes N.V. Canal,synchronous,0.67,84,1.0,19,0.176,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Sea Breezes N.V. Canal,Turkish Salmon Ltd. Liability Co Transit,synchronous,0.67,84,1.0,16,0.1742,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Coastal Castaway Anchor Pic Export,synchronous,0.67,84,1.0,22,0.1741,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Jharkhand  Ltd. Liability Co Worldwide,synchronous,0.67,84,1.0,27,0.1757,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Este AG,Madagascar   Ltd. Corporation Express,synchronous,0.67,84,1.0,5,0.1754,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Greek Sea Bass Inc Transport,Ola de la Costa N.V.,synchronous,0.67,84,1.0,28,0.1745,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar y Luna GmbH,Ola del Mar S.A. de C.V.,synchronous,0.67,84,1.0,11,0.175,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Saltwater Solitude Company Worldwide,synchronous,0.67,84,1.0,25,0.174,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Uttar Pradesh s AG,synchronous,0.67,84,1.0,28,0.1751,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Ola del Mar S.A. de C.V.,synchronous,0.67,84,1.0,26,0.1751,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Reef Ray Company Worldwide,Tide Turners Ltd Transport,synchronous,0.67,84,1.0,15,0.1752,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Indian Ocean Harvesters S.A. de C.V. Consultants,synchronous,0.67,84,1.0,19,0.1747,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Liumbwe S.A. de C.V.,Mar del Oeste Transport,synchronous,0.67,84,1.0,5,0.1756,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Bounty Pic Transport,xiǎo lóng xiā LC,synchronous,0.67,84,1.0,13,0.1745,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Reef Ray Company Worldwide,Saltwater Solitude Company Worldwide,synchronous,0.67,84,1.0,19,0.1739,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,xiǎo lóng xiā LC,synchronous,0.67,84,1.0,5,0.1739,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Ola de la Costa N.V.,synchronous,0.67,84,1.0,27,0.1762,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Bounty Pic Transport,Madhya Pradesh  Market Ltd. Liability Co Marine ecology,synchronous,0.67,83,0.9881,7,0.1917,,2028-01,2034-12,2028-01,2034-12,84,83,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,Saltwater Supreme A/S Shipping,synchronous,0.67,84,1.0,2,0.1753,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
French  Seabed S.p.A. Forwading,Greek Octopus Ltd. Corporation,synchronous,0.67,84,1.0,2,0.175,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Greek Sea Bass Inc Transport,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.67,84,1.0,12,0.176,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Italian Sardines Ltd. Liability Co,Playa de Arena OJSC Express,synchronous,0.67,84,1.0,5,0.1753,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Lake Motoso  Sagl Brothers,synchronous,0.67,84,1.0,5,0.1747,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nasser  Freight  Seal,Mar de Estrellas Incorporated,synchronous,0.67,84,1.0,5,0.1749,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Este AG,Mar de Estrellas Incorporated,synchronous,0.67,84,1.0,3,0.1759,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Este AG,Madhya Pradesh  Market Ltd. Liability Co Marine ecology,synchronous,0.67,83,0.9881,2,0.1921,,2028-01,2034-12,2028-01,2034-12,84,83,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Solitude Marine biology,Tide Turners Ltd Transport,synchronous,0.67,84,1.0,4,0.1753,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Coastal Cruisers GmbH Logistics,synchronous,0.67,84,1.0,26,0.1747,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Bu yu wang Corporation Marine conservation,Lake Motoso  Sea spray,synchronous,0.67,84,1.0,2,0.1752,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Coral Reef Ray Company Worldwide,synchronous,0.67,84,1.0,14,0.1747,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Chad  Marine conservation,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.67,84,1.0,6,0.1757,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,Lake Victoria Catch  Ltd. Liability Co,synchronous,0.67,84,1.0,2,0.1752,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Victoria Catch  Ltd. Liability Co,qīng yú Corp Pier,synchronous,0.67,84,1.0,2,0.1742,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Chituku Ltd. Liability Co Transport,Ola del Mar S.A. de C.V.,synchronous,0.67,84,1.0,11,0.1738,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Coral Reef Ray Company Worldwide,synchronous,0.67,84,1.0,12,0.1746,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Playa de Arena OJSC Express,The Salty Dog LLC,synchronous,0.67,84,1.0,4,0.1758,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sea spray,Ola del Mar S.A. de C.V.,synchronous,0.67,84,1.0,9,0.1747,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Dry Creek Pic Marine biology,Playa del Sol Oyj Marine biology,synchronous,0.67,84,1.0,8,0.1741,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Tana  & Son's,Saltwater Sirens S.p.A. International,synchronous,0.67,84,1.0,2,0.175,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Brisa Marina CJSC Bonito,TideTurner Tidepool Co Enterprises,synchronous,0.67,84,1.0,6,0.1761,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Orange River Mouth   Sashimi Ges.m.b.H. Freight ,Tide Turners Ltd Transport,synchronous,0.67,84,1.0,3,0.1752,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Caribe LLC,Uttarakhand   Tidepool Oyj International,synchronous,0.67,80,0.9639,2,0.2295,,2028-01,2034-12,2028-01,2034-12,81,82,general,stable,2028-01;2028-02;2028-05;2028-06;2028-07;2028-08
Lake Motoso  Sea spray,Uttarakhand   Charter Boat  Ges.m.b.H. Freight ,synchronous,0.67,84,1.0,7,0.1759,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,Olas del Sur Sp,synchronous,0.67,84,1.0,2,0.1738,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Oceanfront Oasis Barracuda ОАО Shipping,Rajasthan  Market Sagl Express,synchronous,0.67,84,1.0,6,0.1745,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Lake Motoso  Sagl Brothers,synchronous,0.67,84,1.0,4,0.1748,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madhya Pradesh  Market Ltd. Liability Co Marine ecology,Rift Valley fishery Sagl,synchronous,0.67,83,0.9881,3,0.1931,,2028-01,2034-12,2028-01,2034-12,83,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madhya Pradesh  Market Ltd. Liability Co Marine ecology,xiǎo lóng xiā LC,synchronous,0.67,83,0.9881,4,0.194,,2028-01,2034-12,2028-01,2034-12,83,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Brisa del Este AS,Lake Motoso  Sea spray,synchronous,0.67,84,1.0,3,0.1757,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Bahía del Este Company Worldwide,Blue Water Ventures Investment,synchronous,0.67,84,1.0,7,0.174,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Dry Creek Salt spray Corp Carriers,Nautical Navigators Limited Liability Company Holdings,synchronous,0.67,84,1.0,4,0.1746,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Lake Motoso  Sagl Brothers,synchronous,0.67,84,1.0,4,0.1749,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Liumbwe S.A. de C.V.,Seaside Sojourns Marine mist,synchronous,0.67,84,1.0,3,0.1742,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Daniel Ferry N.V. Transit,Sea Breezes S.A. de C.V. Freight ,synchronous,0.67,84,1.0,2,0.1761,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Playa de Arena SRL,Uttarakhand   Tidepool Oyj International,synchronous,0.67,80,0.9524,6,0.2468,,2028-01,2034-12,2028-01,2034-12,82,82,stable,stable,2028-01;2028-02;2028-05;2028-06;2028-07;2028-08
Blue Water Ventures Investment,Caracola del Este AG,synchronous,0.67,84,1.0,2,0.175,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Este AG,Rajasthan  Market Sagl Express,synchronous,0.67,84,1.0,3,0.1752,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Assam   Limited Liability Company,Lake Motoso  Sagl Brothers,synchronous,0.67,84,1.0,3,0.1758,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Turkish Sword S.A. de C.V. Trout,hǎi dǎn Corporation Wharf,synchronous,0.669,84,1.0,595,0.1725,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Limited Liability Company GmbH,Olas del Mar Worldwide,synchronous,0.669,84,1.0,93,0.1722,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Limited Liability Company GmbH,SilverStream CJSC Marine conservation,synchronous,0.669,84,1.0,63,0.1717,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Panope Limited Liability Company,Turkish Sword S.A. de C.V. Trout,synchronous,0.669,84,1.0,93,0.1735,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Sea Breeze Sagl Oceanfront,SilverStream CJSC Marine conservation,synchronous,0.669,84,1.0,80,0.1717,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Reef Ray Company Worldwide,Ola de la Costa N.V.,synchronous,0.669,84,1.0,24,0.1736,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Maharashtra  Ltd. Liability Co Shipping,synchronous,0.669,84,1.0,232,0.1725,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Brine,Sailors and Surfers Incorporated Enterprises,synchronous,0.669,84,1.0,213,0.1722,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra  Ltd. Liability Co Shipping,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.669,84,1.0,74,0.1725,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme Pelican Ltd Enterprises,The Sea Turtle GmbH & Co. KG,synchronous,0.669,84,1.0,82,0.172,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,lú yú GmbH & Co. KG,synchronous,0.669,84,1.0,77,0.1723,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,lú yú GmbH & Co. KG,synchronous,0.669,84,1.0,207,0.1728,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Olas del Sur Oyj,synchronous,0.669,84,1.0,97,0.1733,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Mar de la Vida Incorporated,synchronous,0.669,84,1.0,82,0.1736,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Vespuci Sagl Marine sanctuary,synchronous,0.669,84,1.0,64,0.1721,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kilimanjaro fishery Ltd. Corporation Carriers,Nazhivka & A/S Transport,synchronous,0.669,80,0.9524,88,0.2442,,2028-01,2034-12,2028-01,2034-12,80,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Portuguese Tuna Bonito Kga Consultants,SeaTree Ltd. Liability Co Holdings,synchronous,0.669,84,1.0,74,0.1714,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Nazhivka & A/S Transport,synchronous,0.669,84,1.0,112,0.1723,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar de la Vida Incorporated,Rift Valley fishery Inc,synchronous,0.669,84,1.0,99,0.1726,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Brine,Kong zhong diao yu  Ges.m.b.H.,synchronous,0.669,84,1.0,137,0.1733,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Uttarakhand  Market Limited Liability Company Nautical,synchronous,0.669,84,1.0,128,0.1736,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barco de Plata Corp,Fisherman's Best Marine conservation,synchronous,0.669,84,1.0,86,0.1715,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Selous Game Reserve  S.A. de C.V.,The Sea Turtle GmbH & Co. KG,synchronous,0.669,84,1.0,132,0.1716,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Sol Services,Uttarakhand  Market Limited Liability Company Nautical,synchronous,0.669,84,1.0,308,0.1719,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Congo Rapids   Ltd. Corporation,Coral Cove BV Delivery,synchronous,0.669,84,1.0,131,0.1735,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
French Hake Cargo ship Sagl Services,Irish Scallop S.p.A. Marine life,synchronous,0.669,84,1.0,47,0.1733,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Irish Scallop S.p.A. Marine life,Nazhivka & A/S Transport,synchronous,0.669,84,1.0,47,0.1734,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Yu xian  SRL Industrial,synchronous,0.669,84,1.0,159,0.1735,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Coast Corporation Worldwide,Fisherman's Best Marine conservation,synchronous,0.669,84,1.0,74,0.1736,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Portuguese Tuna Bonito Kga Consultants,lú yú GmbH & Co. KG,synchronous,0.669,84,1.0,62,0.173,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
